,ParentProductNumber,ParentProductNumberSubs,prdictProbaMean,prdictProbaStd,countRows,rankMeanAndStd
1073,7613035500877,5000189974579,0.494300704339832,0.27764325338689,16,2
1074,7613035500877,8000380189281,0.417123545131227,0.130628992102455,4,3
1075,7613036710879,5000189974579,0.847929276774738,0.205807081009168,42,1
1076,7613036710879,40052403,0.5062677425935,0.10453962650487,5,2
1077,7616500642560,7616500664395,0.886146889869259,0.0363983421669082,3,1
1078,7616500642560,7616500642584,0.520921199566364,0.233110413224857,18,2
1079,7616500642560,7622300200237,0.437759705335319,0.243370719859237,4,3
1080,7616500642577,7616500647251,0.670464934664098,0.312607230421678,14,1
1081,7616500642577,7616500664395,0.580935010740738,0.329666301182437,48,2
1082,7616500642577,4025700001023,0.421750246335381,0.0560546943335471,4,3
1083,7616500642584,7616500664395,0.525501636907785,0.367184822874967,9,1
1084,7616500642584,7616500642577,0.51708790786305,0.377635150936966,18,2
1085,7616500642584,7616500642560,0.385740523375847,0.376754371758717,26,3
1086,7616500647251,7616500642577,0.809271186384902,0.0818253753389126,8,1
1087,7616500647251,7616500647268,0.765152554444288,0.294660473855123,6,2
1088,7616500647251,7616500666092,0.511942649822259,0.414699262650228,4,3
1089,7616500647268,7616500666092,0.594950323360392,0.369301434456709,8,1
1090,7616500647268,7616500647251,0.535957676523678,0.41203370340291,56,2
1091,7616500647268,7296073156628,0.426012245023753,0.127046095655744,3,3
1092,7616500647725,7616500647268,0.387201093914313,0.24085793458646,3,1
1093,7616500647725,7616500642577,0.37551629827343,0.26508136937225,3,2
1094,7616500647725,7610400075787,0.316922632431475,0.113687186299996,10,3
1095,7616500664395,7616500642577,0.734652437453439,0.361725486784018,73,1
1096,7616500664395,7616500642584,0.613963386902579,0.286086273484516,14,2
1097,7616500664395,7616500642560,0.563205152488791,0.33148833846521,30,3
1098,7616500666092,7616500647251,0.825669449041244,0.114502003729599,3,1
1099,7616500666092,7610400075787,0.358943282785056,0.168160407329319,6,2
1100,7616500666092,7616500642560,0.284890519708041,0.234776641450659,4,3
1101,7616500671836,7616500642577,0.511159218860188,0.334536703571226,8,1
1102,7622210078131,4025700001023,0.951431345867343,0.0229273988121262,11,1
1103,7622210078131,7622300498429,0.929001770990219,0.0218449595848753,7,2
1104,7622210078131,7622210826053,0.860891536693365,0.105430352376463,4,3
1105,7622210163899,7622210826053,0.897002649447998,0.110066466212799,6,1
1106,7622210163899,7622300617820,0.84221452439824,0.259283182141361,9,2
1107,7622210163899,7622400005190,0.79959994393771,0.305699007907029,6,3
1108,7622210597915,7622210656117,0.451459684394511,0.0129328807499317,8,1
1109,7622210645999,7622210646026,0.651439190847843,0.367528528877322,3,1
1110,7622210645999,4025700001023,0.484769775234118,0.254510667922108,11,2
1111,7622210645999,3045140105502,0.366890530075402,0.300277527186199,6,3
1112,7622210646026,7622210078131,0.690973666907874,0.165461167962764,5,1
1113,7622210646026,7622210645999,0.665517880849756,0.302547777215831,7,2
1114,7622210646026,7622210646033,0.525652232417422,0.316424101940738,8,3
1115,7622210646033,7622210645999,0.790294173217681,0.223883961778874,8,1
1116,7622210646033,3045140105502,0.442599399198992,0.302036948668527,5,2
1117,7622210646033,170077,0.307486471840253,0.210778540537442,3,3
1118,7622210690852,7622400005190,0.458439133405272,0.0307217038691161,3,1
1119,7622210690852,7616500642577,0.458059192244467,0.135718495749301,5,2
1120,7622210690852,7622300200237,0.412090404550457,0.0602853235276924,21,3
1121,7622210693266,4025700001023,0.376057580199277,0.0215959842579015,5,1
1122,7622210693266,7622300200237,0.306623680872474,0.0210801462019501,6,2
1123,7622210693266,7616500642577,0.254621463543965,0.0881751852086445,5,3
1124,7622210820310,4025700001023,0.795585649251068,0.247416116481828,20,1
1125,7622210820310,7622210646026,0.76526078908771,0.119783077630025,8,2
1126,7622210820310,3045140280902,0.726714990304843,0.250937135146922,10,3
1127,7622210826053,7622210163899,0.92069443429013,0.0409021753411639,4,1
1128,7622210826053,7622300495046,0.90344291093648,0.0444967076983179,3,2
1129,7622210826053,7622300617820,0.664110114019778,0.423686016615718,486,3
1130,7622300200237,3045140105502,0.408889852741617,0.173956994264743,91,1
1131,7622300200237,7622210690852,0.366045406709383,0.244891368311391,20,2
1132,7622300200237,7616500642560,0.320639998680401,0.185559689176179,16,3
1133,7622300495046,7622300617820,0.932033154528139,0.0109598509128293,3,1
1134,7622300495046,4025700001962,0.920027661512306,0.015116520967126,3,2
1135,7622300495046,7622210646033,0.739125233151535,0.261240712547759,61,3
1136,7622300498429,7622210078131,0.936665027380126,0.0282916601832767,4,1
1137,7622300498429,7622300617820,0.812687356819346,0.319196601782983,7,2
1138,7622300498429,7622400005190,0.786084350921235,0.287575009806589,6,3
1139,7622300617820,7622210826053,0.880629361658519,0.143511232817595,81,1
1140,7622300617820,7622400005190,0.733807143214939,0.374541285474916,21,2
1141,7622300617820,4025700001023,0.713361829195398,0.400570339770857,11,3
1142,7622400005190,4025700001023,0.911831785934708,0.030057915659857,5,1
1143,7622400005190,7622300498429,0.899753412684724,0.0523553086271171,3,2
1144,7622400005190,7622300617820,0.880033033219434,0.211718599049453,34,3
1145,7702174068833,7702174070201,0.719053601971236,0.0742256764343621,20,1
1146,7702174068833,7792860009325,0.627857483450244,0.00930434163666591,4,2
1147,7702174068833,7290111352935,0.447191519972895,0.0135813636350791,5,3
1148,7702174070201,7702174068833,0.777299113826354,0.113591640675847,68,1
1149,7702174070201,7290111352935,0.481286532368452,0.0421805575015613,5,2
1150,7792860006218,2752332,0.666763430000128,0.015894932602017,3,1
1151,7792860006218,7702174068833,0.586462125084249,0.0396541212342294,3,2
1152,7792860006218,7792860009325,0.55493908113272,0.0139848918920143,5,3
1153,7792860009325,7702174068833,0.601532421021126,0.00949032129881691,14,1
1154,7792860009325,7702174070201,0.582255467290491,0.0615770100536756,4,2
1155,8000380189281,8000380106028,0.511377975735679,0.0214014212714098,3,1
1156,8000380189281,8000500249352,0.435794317276612,0.0107417040993117,6,2
1157,8000380189281,7290112346360,0.382394800704926,0.00604620105008273,4,3
1158,8000500018828,80177616,0.687706809119703,0.0269362581742954,7,1
1159,8000500018828,8000500071083,0.566693392145124,0.0476187214948915,12,2
1160,8000500023624,8000500026731,0.655921511971581,0.0294912947371447,4,1
1161,8000500023624,80136194,0.621264187273507,0.402178053391883,185,2
1162,8000500023624,8000500071083,0.422658388444527,0.100044168420997,21,3
1163,8000500023976,8000500192801,0.552226947839124,0.128265581062712,3,1
1164,8000500023976,8000500037874,0.413529104485755,0.0256395733193818,8,2
1165,8000500026731,40084107,0.662966259118237,0.0292508607700917,11,1
1166,8000500026731,8000500075708,0.6253628392951,0.143938663476135,70,2
1167,8000500026731,8000500126325,0.610168018515918,0.153013468007204,33,3
1168,8000500029350,80052760,0.767282326458716,0.0601168360665974,292,1
1169,8000500029350,8000500023624,0.632701989900913,0.0869026993837524,9,2
1170,8000500029350,8000500217740,0.551946996993941,0.050547530942314,12,3
1171,8000500037874,8000500192801,0.745547070852714,0.148072175655685,103,1
1172,8000500037874,8000500032237,0.509580589147786,0.0161895048293786,3,2
1173,8000500037874,8000500314562,0.4328961973199,0.050711620799062,4,3
1174,8000500071083,8000500018828,0.767767566512109,0.106462303473591,19,1
1175,8000500071083,80177609,0.76569589392598,0.159018307832169,157,2
1176,8000500071083,80177616,0.766102265474979,0.306043023082604,1271,3
1177,8000500075708,80974482,0.677732261218802,0.00390746075285431,5,1
1178,8000500075708,8000500126325,0.773938281852157,0.14338754253707,81,2
1179,8000500075708,8000500026731,0.692326307064167,0.0765422496174842,169,3
1180,8000500082928,8000500026731,0.742543097042962,0.00625774073729794,42,1
1181,8000500082928,8000500126325,0.666623239256836,0.00957156135657478,5,2
1182,8000500082928,8000500075708,0.666348522525453,0.0137217601260199,14,3
1183,8000500094976,8000500037874,0.539639408560382,0.00380264475158024,4,1
1184,8000500096017,4008400208220,0.612777670768294,0.0761757866889954,13,1
1185,8000500096017,8000500026731,0.462753999578858,0.0569330864810505,3,2
1186,8000500096017,8000500023624,0.396623245889273,0.061056369934701,4,3
1187,8000500121436,80761761,0.744156990002112,0.034200074933586,172,1
1188,8000500121436,80052760,0.666071968869818,0.0142507200524196,10,2
1189,8000500121436,80136194,0.661518182335173,0.0378388758443536,5,3
1190,8000500126325,8000500075708,0.791378562370413,0.152244989972903,72,1
1191,8000500126325,80768258,0.673419398811099,0.0553729304635769,7,2
1192,8000500126325,8000500026731,0.688025058665174,0.0763551997328902,115,3
1193,8000500167656,80177616,0.506273039297228,0.0215519676177509,3,1
1194,8000500167656,80310167,0.43087804556599,0.00924184837541622,9,2
1195,8000500192801,8000500037874,0.61797232064455,0.0703038174153752,31,1
1196,8000500192801,7610400068505,0.519260177820429,0.0449988834388722,3,2
1197,8000500192801,80050278,0.482043285234161,0.0313902706687426,6,3
1198,8000500214138,8000500029350,0.742261427123001,0.177354088951749,62,1
1199,8000500214138,8000500121436,0.678924514349343,0.218996843329551,6,2
1200,8000500214138,80052760,0.531526476924955,0.0173107533320884,15,3
1201,8000500217740,8000500249352,0.695355618917134,0.0147771829508709,28,1
1202,8000500217740,5413548280189,0.677064357453157,0.010768127061174,3,2
1203,8000500217740,4008400208220,0.68945610657288,0.0266736184148446,3,3
1204,8000500249352,8000500217740,0.832798650184001,0.00500475746510692,107,1
1205,8000500249352,4008400208220,0.768244397788388,0.0058283946409624,6,2
1206,8000500249352,8000500029350,0.490004603205832,0.0200481259444153,4,3
1207,8000500256213,8000500217740,0.653001310227457,0.00418070701356603,48,1
1208,8000500256213,8000500249352,0.637472285170876,0.00613536252044886,13,2
1209,8000500256213,80310167,0.564116501806014,0.00446542372169703,3,3
1210,8000500327319,8000500338827,0.590122347799125,0.0133092503207412,3,1
1211,8000500338827,8000500327319,0.529866766538078,0.00471921662676361,5,1
1212,8000500338827,2753223,0.459417706829679,0.0106636430032457,3,2
1213,8000500338827,80050025,0.393775718390559,0.015228213089734,7,3
1214,8001003100164,7290111352935,0.533960372107207,0.0584495247823259,16,1
1215,8001003100164,1817063,0.42330412809535,0.00352668354937605,3,2
1216,8001003100164,7702174068833,0.414821018686738,0.0348296165186027,3,3
1217,8001675552711,8001675552704,0.482992861189035,0.376497344865294,7,1
1218,8001675552711,170077,0.432307685686371,0.0465717193821775,5,2
1219,8002267014945,7296073378891,0.805710455126912,0.130190060161116,16,1
1220,8002267014945,7296073388548,0.768971935654176,0.147879842046095,20,2
1221,8002267014945,8000500075708,0.615951065481282,0.085006283636731,5,3
1222,8032880800243,7290105363602,0.794669283326587,0.0401137915862718,4,1
1223,8032880800243,7290106727984,0.674634033058774,0.0885557440955947,14,2
1224,8032880800243,7622300761363,0.579782636462495,0.0778502029608187,3,3
1225,8683323063024,7290111352973,0.738985306537685,0.146364532070994,10,1
1226,8683323063024,7290111352966,0.713398914687548,0.131569879408389,45,2
1227,8683323063024,8693323085100,0.606947805161249,0.00908418337530928,5,3
1228,8690504153740,8690504153849,0.553281983805031,0.0769727530291364,10,1
1229,8690504153740,8690766156374,0.408136459540533,0.0924871924759787,5,2
1230,8690504153740,8690504156543,0.402764859238457,0.208107388266943,61,3
1231,8690504153849,8690504156543,0.717956911123751,0.102165469566956,23,1
1232,8690504153849,8690504153740,0.628511525265589,0.265854785476509,3,2
1233,8690504155591,8690504156543,0.608891907120999,0.236268069168046,21,1
1234,8690504156543,8690504153849,0.643795380219029,0.0675926371184609,3,1
1235,8690526009254,8690526009353,0.811555020512199,0.0912868060001746,6,1
1236,8690526009254,8690526035697,0.696806621615531,0.27237574745138,16,2
1237,8690526009254,8690526009278,0.611410804332944,0.309645639398336,9,3
1238,8690526009278,8690526009353,0.773994262999842,0.260028523255067,20,1
1239,8690526009278,8690526009254,0.695593664093496,0.296969930623515,13,2
1240,8690526009278,8690526035697,0.689440940479183,0.351308351571698,4,3
1241,8690526009353,8690526009278,0.874391542782355,0.0361882414038594,5,1
1242,8690526009353,8690526009254,0.719282261239981,0.335406878774129,4,2
1243,8690526009353,8690526035697,0.665163358709895,0.333656716612282,6,3
1244,8690526035697,8690526009254,0.462095803498519,0.306544297532252,25,1
1245,8690526035697,7296073385684,0.40378826202732,0.0900395128976968,8,2
1246,8690526035697,8000380180745,0.375757603844475,0.0614300223118769,5,3
1247,8690766156367,5000168199221,0.550763565188262,0.144819270422018,5,1
1248,8690766156367,8690766156381,0.472753410531899,0.241032173571191,5,2
1249,8690766156374,8690766156381,0.492407149481895,0.178385751273861,16,1
1250,8690766156374,8748384,0.34739595404043,0.003208547903648,3,2
1251,8690766156374,3046920029780,0.321268532885772,0.0321490348286994,4,3
1252,8690766156381,8690766156374,0.409996238782019,0.227468936371702,90,1
1253,8690766156381,7290112349668,0.348209523255046,0.0893217869784936,24,2
1254,8690766156381,8690766156398,0.303857761649194,0.102648429853525,5,3
1255,8690766156398,8690504153849,0.465748121038073,0.0405977319427091,3,1
1256,8690766156398,8690766156367,0.505636609071562,0.221435654626444,5,2
1257,8690766156398,8690766156411,0.479416802382133,0.192322313534298,3,3
1258,8690766156404,8690766156411,0.600834412718134,0.178011971292492,17,1
1259,8690766156404,8690766156398,0.424407519521303,0.122632085812394,25,2
1260,8690766156404,7610400091060,0.322757226046988,0.0659346944249035,4,3
1261,8690766156411,8690766156374,0.602448650656846,0.0833002034805626,3,1
1262,8690766156411,8690766156404,0.564269041797815,0.13420346660224,3,2
1263,8690766156411,8690766156398,0.44069615304545,0.152888660845375,3,3
1264,8693323085100,7290111352959,0.908460898692834,0.116089605067556,58,1
1265,8693323085100,25675120037,0.859672811118307,0.0687787938355805,11,2
1266,8693323085100,8693323086107,0.86004923436841,0.149934666026624,9,3
1267,8719900516413,5000159516563,0.610665886684158,0.106130333514264,10,1
1268,8850632604259,8693323085100,0.941111867270958,0.00147912126659633,3,1
1269,8850632604259,8850632604372,0.904679358074867,0.13990413302219,18,2
1270,8850632604259,8850632604402,0.762027647968553,0.327863550163133,3,3
1271,8850632604372,8850632604402,0.841955255267974,0.187741680105938,15,1
1272,8850632604372,8850632604259,0.746638171364945,0.219526414205845,35,2
1273,8850632604372,25675120037,0.622185498139418,0.177619678791463,3,3
1274,8850632604402,8693323085100,0.918256307704336,0.0596129622043669,15,1
1275,8850632604402,8850632604259,0.917332909709791,0.122962911144327,32,2
1276,8850632604402,8850632604372,0.902144316206886,0.133165351562692,37,3
1277,9002975393812,9002975393850,0.84202993296286,0.00180214750635706,3,1
1278,9002975393836,9002975393829,0.789632635169577,0.0128726152568763,3,1
1279,9002975393843,9002975393850,0.842960223454633,0.00510159730573157,4,1
1280,9002975393843,9002975393836,0.806577975719151,0.0289832474228649,3,2
1281,9002975393843,7290111353055,0.380528483538607,0.0264073747768494,13,3
1282,9002975393850,9002975393812,0.833639752270984,0.0219332141280091,8,1
