הזמנה ותאריך,,קטלוג מוצר ראשי,,,,,,,,,,,,מותג מוצר ראשי,,גודל ומחיר מוצר ראשי,,,,ערכים תזונתיים- מוצר ראשי,,,,,,,,,,קטלוג מוצר חליפי,,,,,,,,,,,,מותג מוצר חליפי,,גודל ומחיר מוצר חליפי,,,,ערכים תזונתיים מוצר חליפי,,,,,,,,,,האם לקוח אישר(1 אישר 0 לא אישר) הY
OrderNumber,TransactionDate,DepartmentCode,DepartmentName,CategoryCode,CategoryName,GroupCode,GroupName,SubGroupCode,SubGroupName,CompoundID,CompoundIDDesc,ParentProductNumber,ProductDescription,BrandIndDesc,BrandName,UnitOfMeasure,ItemsPerPackageWH,DescriptionTavit,Price,Energy,Pachmema,Natran,Helbon,Shuman,ShumanRavuy,ShumanTrans,Colastrol,SivimTzunatim,CafiotSucar,DepartmentCodeSubs,DepartmentNameSusb,CategoryCodeSubs,CategoryNameSubs,GroupCodeSubs,GroupNameSubs,SubGroupCodeSubs,SubGroupNameSubs,CompoundIDSubs,CompoundIDDescSubs,ProductNumberSubs,ProductDescriptionSub,BrandIndDesc,BrandName,UnitOfMeasureSubs,ItemsPerPackageWHSubs,DescriptionTavit,PriceSubs,EnergySubs,PachmemaSubs,NatranSubs,HelbonSubs,ShumanSubs,ShumanRavuySubs,ShumanTransSubs,ColastrolSubs,SivimTzunatimSubs,CafiotSucarSusb,CorrelateItemStatusCode
1254,23/03/2021,10,10-מזון יבש,6,מתוקים,699,טבלאות שוקולד,4,מאגדות שוקולד,26129,שוקולד חלב/מריר שופרסל 6 * 100 גרם,7.29607E+12,שוק.מריר שוויצרי 6*100ג,שופרסל,מותג פרטי,0.6,8,6 * 100 גרם,19.9,526,56,?,4.8,30,18,0.5,?,6.6,13.25,10,10-מזון יבש,6,מתוקים,699,טבלאות שוקולד,4,מאגדות שוקולד,24918,שלישיית שוקולד חלב/מריר שופרסל 100 גרם,7.29607E+12,שוקולד מריר 3*100 גרם,שופרסל,מותג פרטי,0.3,16,3 * 100 גרם,23.9,526,56,?,4.8,30,18,0.5,?,6.6,13.25,1
1255,22/03/2021,10,10-מזון יבש,6,מתוקים,699,טבלאות שוקולד,4,מאגדות שוקולד,-7.2901E+12,שוקולד פרה60% מריר2*100ג,7.2901E+12,שוקולד פרה60% מריר2*100ג,פרה,לא מותג פרטי,0.2,6,2 * 100 גרם,14.5,544,43,?,6.6,37,22,0.5,?,?,9.75,10,10-מזון יבש,6,מתוקים,699,טבלאות שוקולד,4,מאגדות שוקולד,-7.29607E+12,שוק.מריר60%שופרסל 2*100ג,7.29607E+12,שוק.מריר60%שופרסל 2*100ג,שופרסל,מותג פרטי,0.2,24,2 * 100 גרם,10,547,43,10,7.3,36,21,0.5,?,11,9.75,0
1256,23/03/2021,10,10-מזון יבש,6,מתוקים,699,טבלאות שוקולד,4,מאגדות שוקולד,24918,שלישיית שוקולד חלב/מריר שופרסל 100 גרם,7.29607E+12,שוקולד מריר 3*100 גרם,שופרסל,מותג פרטי,0.3,16,3 * 100 גרם,12.9,526,56,?,4.8,30,18,0.5,?,6.6,13.25,10,10-מזון יבש,6,מתוקים,699,טבלאות שוקולד,4,מאגדות שוקולד,-7.29607E+12,שוק.מריר60%שופרסל 2*100ג,7.29607E+12,שוק.מריר60%שופרסל 2*100ג,שופרסל,מותג פרטי,0.2,24,2 * 100 גרם,10,547,43,10,7.3,36,21,0.5,?,11,9.75,0
1257,23/03/2021,10,10-מזון יבש,6,מתוקים,699,טבלאות שוקולד,4,מאגדות שוקולד,3250,שוקולד פרה 6 * 100 גרם,5197628,שוקולד חלב פרה 6*100 גרם,פרה,לא מותג פרטי,0.6,10,6 * 100 גרם,24.9,537,53,101,8.8,32,19.3,0.5,28,?,13.25,10,10-מזון יבש,6,מתוקים,699,טבלאות שוקולד,4,מאגדות שוקולד,23107,שוקולד חלב/מריר פרה 3 * 100 גרם,7.2901E+12,שוקולד חלב פרה 3*100גרם,פרה,לא מותג פרטי,0.3,8,3 * 100 גרם,10,537,53,101,8.8,32,19.3,0.5,28,?,13.25,0
1257,23/03/2021,10,10-מזון יבש,6,מתוקים,699,טבלאות שוקולד,4,מאגדות שוקולד,3250,שוקולד פרה 6 * 100 גרם,5197635,שוקולד מריר פרה 6*100 גר,פרה,לא מותג פרטי,0.6,10,6 * 100 גרם,24.9,514,51,?,5.3,31,19.2,0.5,?,?,12.25,10,10-מזון יבש,6,מתוקים,699,טבלאות שוקולד,1,שוקולד ללא תוספות,23769,שוקולד פרה חלב/מריר/לבן 100 גרם,170077,שוק.מריר 100 גרם,פרה,לא מותג פרטי,0.1,24,100 גרם,4,514,51,?,5.3,31,19.2,0.5,?,?,12.25,0
1258,21/03/2021,10,10-מזון יבש,6,מתוקים,699,טבלאות שוקולד,4,מאגדות שוקולד,-7.2901E+12,שוקולד פרה60% מריר2*100ג,7.2901E+12,שוקולד פרה60% מריר2*100ג,פרה,לא מותג פרטי,0.2,6,2 * 100 גרם,14.5,544,43,?,6.6,37,22,0.5,?,?,9.75,10,10-מזון יבש,6,מתוקים,699,טבלאות שוקולד,2,שוקולד עם תוספות,-7.2901E+12,שוקולד מריר 60%קקאו100ג,7.2901E+12,שוקולד מריר 60%קקאו100ג,פרה,לא מותג פרטי,0.1,12,100 גרם,14.5,544,43,?,6.6,37,22,0.5,?,?,9.75,1
1259,21/03/2021,10,10-מזון יבש,6,מתוקים,699,טבלאות שוקולד,4,מאגדות שוקולד,23107,שוקולד חלב/מריר פרה 3 * 100 גרם,7.2901E+12,שוק.פרה מריר 3*100 גרם,פרה,לא מותג פרטי,0.3,8,3 * 100 גרם,10,514,51,?,5.3,31,19.2,0.5,?,?,12.25,10,10-מזון יבש,6,מתוקים,699,טבלאות שוקולד,1,שוקולד ללא תוספות,19519,שוקולד חלב/מריר שופרסל 100 גרם,7.29607E+12,שוקולד מריר שוויצרי100ג,שופרסל,מותג פרטי,0.1,26,100 גרם,15.2,526,56,?,4.8,30.5,18,0.5,?,6.6,13.25,1
1260,21/03/2021,10,10-מזון יבש,6,מתוקים,699,טבלאות שוקולד,4,מאגדות שוקולד,2900,שוקולד פרה 4 * 100 גרם,178134,שוקולד פרה מריר 4*100 ג,פרה,לא מותג פרטי,0.4,6,4 * 100 גרם,19.6,514,51,?,5.3,31,19.2,0.5,?,?,12.25,10,10-מזון יבש,6,מתוקים,699,טבלאות שוקולד,4,מאגדות שוקולד,23107,שוקולד חלב/מריר פרה 3 * 100 גרם,7.2901E+12,שוק.פרה מריר 3*100 גרם,פרה,לא מותג פרטי,0.3,8,3 * 100 גרם,19.6,514,51,?,5.3,31,19.2,0.5,?,?,12.25,1
1261,22/03/2021,10,10-מזון יבש,6,מתוקים,699,טבלאות שוקולד,4,מאגדות שוקולד,23107,שוקולד חלב/מריר פרה 3 * 100 גרם,7.2901E+12,שוק.פרה מריר 3*100 גרם,פרה,לא מותג פרטי,0.3,8,3 * 100 גרם,10,514,51,?,5.3,31,19.2,0.5,?,?,12.25,10,10-מזון יבש,6,מתוקים,699,טבלאות שוקולד,4,מאגדות שוקולד,2900,שוקולד פרה 4 * 100 גרם,178134,שוקולד פרה מריר 4*100 ג,פרה,לא מותג פרטי,0.4,6,4 * 100 גרם,15.2,514,51,?,5.3,31,19.2,0.5,?,?,12.25,1
1262,21/03/2021,10,10-מזון יבש,6,מתוקים,699,טבלאות שוקולד,4,מאגדות שוקולד,24918,שלישיית שוקולד חלב/מריר שופרסל 100 גרם,7.29607E+12,שוקולד מריר 3*100 גרם,שופרסל,מותג פרטי,0.3,16,3 * 100 גרם,10,526,56,?,4.8,30,18,0.5,?,6.6,13.25,10,10-מזון יבש,6,מתוקים,699,טבלאות שוקולד,4,מאגדות שוקולד,24918,שלישיית שוקולד חלב/מריר שופרסל 100 גרם,7.29607E+12,שוקולד חלב 3*100 גרם,שופרסל,מותג פרטי,0.3,16,3 * 100 גרם,12.9,557,55,80,6.6,34,21,0.5,14,2.2,13.5,1
1263,21/03/2021,10,10-מזון יבש,6,מתוקים,699,טבלאות שוקולד,4,מאגדות שוקולד,23107,שוקולד חלב/מריר פרה 3 * 100 גרם,7.2901E+12,שוק.פרה מריר 3*100 גרם,פרה,לא מותג פרטי,0.3,8,3 * 100 גרם,15.2,514,51,?,5.3,31,19.2,0.5,?,?,12.25,10,10-מזון יבש,6,מתוקים,699,טבלאות שוקולד,4,מאגדות שוקולד,24918,שלישיית שוקולד חלב/מריר שופרסל 100 גרם,7.29607E+12,שוקולד מריר 3*100 גרם,שופרסל,מותג פרטי,0.3,16,3 * 100 גרם,10,526,56,?,4.8,30,18,0.5,?,6.6,13.25,0
1264,26/03/2021,10,10-מזון יבש,6,מתוקים,699,טבלאות שוקולד,4,מאגדות שוקולד,23107,שוקולד חלב/מריר פרה 3 * 100 גרם,7.2901E+12,שוק.פרה מריר 3*100 גרם,פרה,לא מותג פרטי,0.3,8,3 * 100 גרם,10,514,51,?,5.3,31,19.2,0.5,?,?,12.25,10,10-מזון יבש,6,מתוקים,699,טבלאות שוקולד,4,מאגדות שוקולד,24918,שלישיית שוקולד חלב/מריר שופרסל 100 גרם,7.29607E+12,שוקולד מריר 3*100 גרם,שופרסל,מותג פרטי,0.3,16,3 * 100 גרם,10,526,56,?,4.8,30,18,0.5,?,6.6,13.25,0
1265,22/03/2021,10,10-מזון יבש,6,מתוקים,699,טבלאות שוקולד,4,מאגדות שוקולד,23107,שוקולד חלב/מריר פרה 3 * 100 גרם,7.2901E+12,שוק.פרה מריר 3*100 גרם,פרה,לא מותג פרטי,0.3,8,3 * 100 גרם,15.2,514,51,?,5.3,31,19.2,0.5,?,?,12.25,10,10-מזון יבש,6,מתוקים,699,טבלאות שוקולד,4,מאגדות שוקולד,2900,שוקולד פרה 4 * 100 גרם,178134,שוקולד פרה מריר 4*100 ג,פרה,לא מותג פרטי,0.4,6,4 * 100 גרם,19.6,514,51,?,5.3,31,19.2,0.5,?,?,12.25,0
1266,24/03/2021,10,10-מזון יבש,6,מתוקים,699,טבלאות שוקולד,4,מאגדות שוקולד,26129,שוקולד חלב/מריר שופרסל 6 * 100 גרם,7.29607E+12,שוק.מריר שוויצרי 6*100ג,שופרסל,מותג פרטי,0.6,8,6 * 100 גרם,19.9,526,56,?,4.8,30,18,0.5,?,6.6,13.25,10,10-מזון יבש,6,מתוקים,699,טבלאות שוקולד,4,מאגדות שוקולד,24918,שלישיית שוקולד חלב/מריר שופרסל 100 גרם,7.29607E+12,שוקולד מריר 3*100 גרם,שופרסל,מותג פרטי,0.3,16,3 * 100 גרם,10,526,56,?,4.8,30,18,0.5,?,6.6,13.25,1
1267,21/03/2021,10,10-מזון יבש,6,מתוקים,699,טבלאות שוקולד,4,מאגדות שוקולד,2900,שוקולד פרה 4 * 100 גרם,178134,שוקולד פרה מריר 4*100 ג,פרה,לא מותג פרטי,0.4,6,4 * 100 גרם,19.6,514,51,?,5.3,31,19.2,0.5,?,?,12.25,10,10-מזון יבש,6,מתוקים,699,טבלאות שוקולד,4,מאגדות שוקולד,3250,שוקולד פרה 6 * 100 גרם,5197635,שוקולד מריר פרה 6*100 גר,פרה,לא מותג פרטי,0.6,10,6 * 100 גרם,19.6,514,51,?,5.3,31,19.2,0.5,?,?,12.25,1
1268,22/03/2021,10,10-מזון יבש,6,מתוקים,699,טבלאות שוקולד,4,מאגדות שוקולד,2900,שוקולד פרה 4 * 100 גרם,178134,שוקולד פרה מריר 4*100 ג,פרה,לא מותג פרטי,0.4,6,4 * 100 גרם,19.6,514,51,?,5.3,31,19.2,0.5,?,?,12.25,10,10-מזון יבש,6,מתוקים,699,טבלאות שוקולד,4,מאגדות שוקולד,23107,שוקולד חלב/מריר פרה 3 * 100 גרם,7.2901E+12,שוק.פרה מריר 3*100 גרם,פרה,לא מותג פרטי,0.3,8,3 * 100 גרם,19.6,514,51,?,5.3,31,19.2,0.5,?,?,12.25,1
1269,23/03/2021,10,10-מזון יבש,6,מתוקים,699,טבלאות שוקולד,4,מאגדות שוקולד,26129,שוקולד חלב/מריר שופרסל 6 * 100 גרם,7.29607E+12,שוק.מריר שוויצרי 6*100ג,שופרסל,מותג פרטי,0.6,8,6 * 100 גרם,19.9,526,56,?,4.8,30,18,0.5,?,6.6,13.25,10,10-מזון יבש,6,מתוקים,699,טבלאות שוקולד,4,מאגדות שוקולד,24918,שלישיית שוקולד חלב/מריר שופרסל 100 גרם,7.29607E+12,שוקולד מריר 3*100 גרם,שופרסל,מותג פרטי,0.3,16,3 * 100 גרם,23.9,526,56,?,4.8,30,18,0.5,?,6.6,13.25,1
1270,21/03/2021,10,10-מזון יבש,6,מתוקים,699,טבלאות שוקולד,4,מאגדות שוקולד,2900,שוקולד פרה 4 * 100 גרם,178134,שוקולד פרה מריר 4*100 ג,פרה,לא מותג פרטי,0.4,6,4 * 100 גרם,19.6,514,51,?,5.3,31,19.2,0.5,?,?,12.25,10,10-מזון יבש,6,מתוקים,699,טבלאות שוקולד,4,מאגדות שוקולד,24918,שלישיית שוקולד חלב/מריר שופרסל 100 גרם,7.29607E+12,שוקולד מריר 3*100 גרם,שופרסל,מותג פרטי,0.3,16,3 * 100 גרם,19.6,526,56,?,4.8,30,18,0.5,?,6.6,13.25,1
1271,21/03/2021,10,10-מזון יבש,6,מתוקים,699,טבלאות שוקולד,4,מאגדות שוקולד,23107,שוקולד חלב/מריר פרה 3 * 100 גרם,7.2901E+12,שוקולד חלב פרה 3*100גרם,פרה,לא מותג פרטי,0.3,8,3 * 100 גרם,15.2,537,53,101,8.8,32,19.3,0.5,28,?,13.25,10,10-מזון יבש,6,מתוקים,699,טבלאות שוקולד,4,מאגדות שוקולד,3250,שוקולד פרה 6 * 100 גרם,5197628,שוקולד חלב פרה 6*100 גרם,פרה,לא מותג פרטי,0.6,10,6 * 100 גרם,24.9,537,53,101,8.8,32,19.3,0.5,28,?,13.25,0
1272,21/03/2021,10,10-מזון יבש,6,מתוקים,699,טבלאות שוקולד,4,מאגדות שוקולד,2900,שוקולד פרה 4 * 100 גרם,178134,שוקולד פרה מריר 4*100 ג,פרה,לא מותג פרטי,0.4,6,4 * 100 גרם,19.6,514,51,?,5.3,31,19.2,0.5,?,?,12.25,10,10-מזון יבש,6,מתוקים,699,טבלאות שוקולד,4,מאגדות שוקולד,3250,שוקולד פרה 6 * 100 גרם,5197635,שוקולד מריר פרה 6*100 גר,פרה,לא מותג פרטי,0.6,10,6 * 100 גרם,19.6,514,51,?,5.3,31,19.2,0.5,?,?,12.25,1
1273,22/03/2021,10,10-מזון יבש,6,מתוקים,699,טבלאות שוקולד,4,מאגדות שוקולד,23107,שוקולד חלב/מריר פרה 3 * 100 גרם,7.2901E+12,שוקולד חלב פרה 3*100גרם,פרה,לא מותג פרטי,0.3,8,3 * 100 גרם,15.2,537,53,101,8.8,32,19.3,0.5,28,?,13.25,10,10-מזון יבש,6,מתוקים,699,טבלאות שוקולד,4,מאגדות שוקולד,3250,שוקולד פרה 6 * 100 גרם,5197628,שוקולד חלב פרה 6*100 גרם,פרה,לא מותג פרטי,0.6,10,6 * 100 גרם,24.9,537,53,101,8.8,32,19.3,0.5,28,?,13.25,0
1274,21/03/2021,10,10-מזון יבש,6,מתוקים,699,טבלאות שוקולד,4,מאגדות שוקולד,3250,שוקולד פרה 6 * 100 גרם,5197635,שוקולד מריר פרה 6*100 גר,פרה,לא מותג פרטי,0.6,10,6 * 100 גרם,24.9,514,51,?,5.3,31,19.2,0.5,?,?,12.25,10,10-מזון יבש,6,מתוקים,699,טבלאות שוקולד,4,מאגדות שוקולד,2900,שוקולד פרה 4 * 100 גרם,178134,שוקולד פרה מריר 4*100 ג,פרה,לא מותג פרטי,0.4,6,4 * 100 גרם,24.9,514,51,?,5.3,31,19.2,0.5,?,?,12.25,1
1275,24/03/2021,10,10-מזון יבש,6,מתוקים,699,טבלאות שוקולד,4,מאגדות שוקולד,24918,שלישיית שוקולד חלב/מריר שופרסל 100 גרם,7.29607E+12,שוקולד מריר 3*100 גרם,שופרסל,מותג פרטי,0.3,16,3 * 100 גרם,10,526,56,?,4.8,30,18,0.5,?,6.6,13.25,10,10-מזון יבש,6,מתוקים,699,טבלאות שוקולד,4,מאגדות שוקולד,-7.29607E+12,שוק.מריר60%שופרסל 2*100ג,7.29607E+12,שוק.מריר60%שופרסל 2*100ג,שופרסל,מותג פרטי,0.2,24,2 * 100 גרם,12.9,547,43,10,7.3,36,21,0.5,?,11,9.75,1
1276,21/03/2021,10,10-מזון יבש,6,מתוקים,699,טבלאות שוקולד,4,מאגדות שוקולד,23107,שוקולד חלב/מריר פרה 3 * 100 גרם,7.2901E+12,שוק.פרה מריר 3*100 גרם,פרה,לא מותג פרטי,0.3,8,3 * 100 גרם,10,514,51,?,5.3,31,19.2,0.5,?,?,12.25,10,10-מזון יבש,6,מתוקים,699,טבלאות שוקולד,4,מאגדות שוקולד,3250,שוקולד פרה 6 * 100 גרם,5197635,שוקולד מריר פרה 6*100 גר,פרה,לא מותג פרטי,0.6,10,6 * 100 גרם,15.2,514,51,?,5.3,31,19.2,0.5,?,?,12.25,1
1277,24/03/2021,10,10-מזון יבש,6,מתוקים,699,טבלאות שוקולד,4,מאגדות שוקולד,23107,שוקולד חלב/מריר פרה 3 * 100 גרם,7.2901E+12,שוקולד חלב פרה 3*100גרם,פרה,לא מותג פרטי,0.3,8,3 * 100 גרם,10,537,53,101,8.8,32,19.3,0.5,28,?,13.25,10,10-מזון יבש,6,מתוקים,699,טבלאות שוקולד,1,שוקולד ללא תוספות,23769,שוקולד פרה חלב/מריר/לבן 100 גרם,170053,שוקולד פרה חלב 100 גרם,פרה,לא מותג פרטי,0.1,24,100 גרם,15.2,537,53,101,8.8,32,19.3,0.5,28,?,13.25,1
1278,22/03/2021,10,10-מזון יבש,6,מתוקים,699,טבלאות שוקולד,4,מאגדות שוקולד,3250,שוקולד פרה 6 * 100 גרם,5197635,שוקולד מריר פרה 6*100 גר,פרה,לא מותג פרטי,0.6,10,6 * 100 גרם,24.9,514,51,?,5.3,31,19.2,0.5,?,?,12.25,10,10-מזון יבש,6,מתוקים,699,טבלאות שוקולד,4,מאגדות שוקולד,26129,שוקולד חלב/מריר שופרסל 6 * 100 גרם,7.29607E+12,שוק.מריר שוויצרי 6*100ג,שופרסל,מותג פרטי,0.6,8,6 * 100 גרם,19.9,526,56,?,4.8,30,18,0.5,?,6.6,13.25,0
1279,22/03/2021,10,10-מזון יבש,6,מתוקים,699,טבלאות שוקולד,4,מאגדות שוקולד,23107,שוקולד חלב/מריר פרה 3 * 100 גרם,7.2901E+12,שוק.פרה מריר 3*100 גרם,פרה,לא מותג פרטי,0.3,8,3 * 100 גרם,15.2,514,51,?,5.3,31,19.2,0.5,?,?,12.25,10,10-מזון יבש,6,מתוקים,699,טבלאות שוקולד,4,מאגדות שוקולד,23107,שוקולד חלב/מריר פרה 3 * 100 גרם,7.2901E+12,שוקולד חלב פרה 3*100גרם,פרה,לא מותג פרטי,0.3,8,3 * 100 גרם,10,537,53,101,8.8,32,19.3,0.5,28,?,13.25,0
1280,24/03/2021,10,10-מזון יבש,6,מתוקים,699,טבלאות שוקולד,4,מאגדות שוקולד,2900,שוקולד פרה 4 * 100 גרם,178134,שוקולד פרה מריר 4*100 ג,פרה,לא מותג פרטי,0.4,6,4 * 100 גרם,19.6,514,51,?,5.3,31,19.2,0.5,?,?,12.25,10,10-מזון יבש,6,מתוקים,699,טבלאות שוקולד,1,שוקולד ללא תוספות,23769,שוקולד פרה חלב/מריר/לבן 100 גרם,170077,שוק.מריר 100 גרם,פרה,לא מותג פרטי,0.1,24,100 גרם,19.6,514,51,?,5.3,31,19.2,0.5,?,?,12.25,1
1281,24/03/2021,10,10-מזון יבש,6,מתוקים,699,טבלאות שוקולד,4,מאגדות שוקולד,23107,שוקולד חלב/מריר פרה 3 * 100 גרם,7.2901E+12,שוקולד חלב פרה 3*100גרם,פרה,לא מותג פרטי,0.3,8,3 * 100 גרם,10,537,53,101,8.8,32,19.3,0.5,28,?,13.25,10,10-מזון יבש,6,מתוקים,699,טבלאות שוקולד,4,מאגדות שוקולד,3250,שוקולד פרה 6 * 100 גרם,5197628,שוקולד חלב פרה 6*100 גרם,פרה,לא מותג פרטי,0.6,10,6 * 100 גרם,15.2,537,53,101,8.8,32,19.3,0.5,28,?,13.25,1
1282,24/03/2021,10,10-מזון יבש,6,מתוקים,699,טבלאות שוקולד,4,מאגדות שוקולד,23107,שוקולד חלב/מריר פרה 3 * 100 גרם,7.2901E+12,שוק.פרה מריר 3*100 גרם,פרה,לא מותג פרטי,0.3,8,3 * 100 גרם,10,514,51,?,5.3,31,19.2,0.5,?,?,12.25,10,10-מזון יבש,6,מתוקים,699,טבלאות שוקולד,4,מאגדות שוקולד,24918,שלישיית שוקולד חלב/מריר שופרסל 100 גרם,7.29607E+12,שוקולד מריר 3*100 גרם,שופרסל,מותג פרטי,0.3,16,3 * 100 גרם,15.2,526,56,?,4.8,30,18,0.5,?,6.6,13.25,1
1283,25/03/2021,10,10-מזון יבש,6,מתוקים,699,טבלאות שוקולד,4,מאגדות שוקולד,2900,שוקולד פרה 4 * 100 גרם,178134,שוקולד פרה מריר 4*100 ג,פרה,לא מותג פרטי,0.4,6,4 * 100 גרם,19.6,514,51,?,5.3,31,19.2,0.5,?,?,12.25,10,10-מזון יבש,6,מתוקים,699,טבלאות שוקולד,4,מאגדות שוקולד,3250,שוקולד פרה 6 * 100 גרם,5197635,שוקולד מריר פרה 6*100 גר,פרה,לא מותג פרטי,0.6,10,6 * 100 גרם,19.6,514,51,?,5.3,31,19.2,0.5,?,?,12.25,1
1284,21/03/2021,10,10-מזון יבש,6,מתוקים,699,טבלאות שוקולד,4,מאגדות שוקולד,23107,שוקולד חלב/מריר פרה 3 * 100 גרם,7.2901E+12,שוק.פרה מריר 3*100 גרם,פרה,לא מותג פרטי,0.3,8,3 * 100 גרם,10,514,51,?,5.3,31,19.2,0.5,?,?,12.25,10,10-מזון יבש,6,מתוקים,699,טבלאות שוקולד,1,שוקולד ללא תוספות,23769,שוקולד פרה חלב/מריר/לבן 100 גרם,170077,שוק.מריר 100 גרם,פרה,לא מותג פרטי,0.1,24,100 גרם,15.2,514,51,?,5.3,31,19.2,0.5,?,?,12.25,1
1285,25/03/2021,10,10-מזון יבש,6,מתוקים,699,טבלאות שוקולד,4,מאגדות שוקולד,-7.29607E+12,שוק.מריר60%שופרסל 2*100ג,7.29607E+12,שוק.מריר60%שופרסל 2*100ג,שופרסל,מותג פרטי,0.2,24,2 * 100 גרם,10,547,43,10,7.3,36,21,0.5,?,11,9.75,10,10-מזון יבש,6,מתוקים,699,טבלאות שוקולד,4,מאגדות שוקולד,24918,שלישיית שוקולד חלב/מריר שופרסל 100 גרם,7.29607E+12,שוקולד מריר 3*100 גרם,שופרסל,מותג פרטי,0.3,16,3 * 100 גרם,12.5,526,56,?,4.8,30,18,0.5,?,6.6,13.25,1
1286,21/03/2021,10,10-מזון יבש,6,מתוקים,699,טבלאות שוקולד,4,מאגדות שוקולד,-3144600,שוק.מריר48% צ'וקטה6*100ג,3144600,שוק.מריר48% צ'וקטה6*100ג,צ'וקטה,לא מותג פרטי,0.6,10,6 * 100 גרם,17.9,500,55,12,5.5,27,17,0.5,2.5,7.5,12.75,10,10-מזון יבש,6,מתוקים,699,טבלאות שוקולד,4,מאגדות שוקולד,26129,שוקולד חלב/מריר שופרסל 6 * 100 גרם,7.29607E+12,שוק.מריר שוויצרי 6*100ג,שופרסל,מותג פרטי,0.6,8,6 * 100 גרם,19.9,526,56,?,4.8,30,18,0.5,?,6.6,13.25,0
1287,22/03/2021,10,10-מזון יבש,6,מתוקים,699,טבלאות שוקולד,4,מאגדות שוקולד,2900,שוקולד פרה 4 * 100 גרם,178134,שוקולד פרה מריר 4*100 ג,פרה,לא מותג פרטי,0.4,6,4 * 100 גרם,19.6,514,51,?,5.3,31,19.2,0.5,?,?,12.25,10,10-מזון יבש,6,מתוקים,699,טבלאות שוקולד,4,מאגדות שוקולד,3250,שוקולד פרה 6 * 100 גרם,5197635,שוקולד מריר פרה 6*100 גר,פרה,לא מותג פרטי,0.6,10,6 * 100 גרם,19.6,514,51,?,5.3,31,19.2,0.5,?,?,12.25,1
1288,24/03/2021,10,10-מזון יבש,6,מתוקים,699,טבלאות שוקולד,4,מאגדות שוקולד,2900,שוקולד פרה 4 * 100 גרם,178134,שוקולד פרה מריר 4*100 ג,פרה,לא מותג פרטי,0.4,6,4 * 100 גרם,19.6,514,51,?,5.3,31,19.2,0.5,?,?,12.25,10,10-מזון יבש,6,מתוקים,699,טבלאות שוקולד,4,מאגדות שוקולד,23107,שוקולד חלב/מריר פרה 3 * 100 גרם,7.2901E+12,שוק.פרה מריר 3*100 גרם,פרה,לא מותג פרטי,0.3,8,3 * 100 גרם,19.6,514,51,?,5.3,31,19.2,0.5,?,?,12.25,1
1289,21/03/2021,10,10-מזון יבש,6,מתוקים,699,טבלאות שוקולד,4,מאגדות שוקולד,23107,שוקולד חלב/מריר פרה 3 * 100 גרם,7.2901E+12,שוק.פרה מריר 3*100 גרם,פרה,לא מותג פרטי,0.3,8,3 * 100 גרם,10,514,51,?,5.3,31,19.2,0.5,?,?,12.25,10,10-מזון יבש,6,מתוקים,699,טבלאות שוקולד,4,מאגדות שוקולד,3250,שוקולד פרה 6 * 100 גרם,5197635,שוקולד מריר פרה 6*100 גר,פרה,לא מותג פרטי,0.6,10,6 * 100 גרם,15.2,514,51,?,5.3,31,19.2,0.5,?,?,12.25,1
1289,21/03/2021,10,10-מזון יבש,6,מתוקים,699,טבלאות שוקולד,4,מאגדות שוקולד,23107,שוקולד חלב/מריר פרה 3 * 100 גרם,7.2901E+12,שוקולד חלב פרה 3*100גרם,פרה,לא מותג פרטי,0.3,8,3 * 100 גרם,10,537,53,101,8.8,32,19.3,0.5,28,?,13.25,10,10-מזון יבש,6,מתוקים,699,טבלאות שוקולד,4,מאגדות שוקולד,3250,שוקולד פרה 6 * 100 גרם,5197628,שוקולד חלב פרה 6*100 גרם,פרה,לא מותג פרטי,0.6,10,6 * 100 גרם,15.2,537,53,101,8.8,32,19.3,0.5,28,?,13.25,1
1290,24/03/2021,10,10-מזון יבש,6,מתוקים,699,טבלאות שוקולד,4,מאגדות שוקולד,23107,שוקולד חלב/מריר פרה 3 * 100 גרם,7.2901E+12,שוקולד חלב פרה 3*100גרם,פרה,לא מותג פרטי,0.3,8,3 * 100 גרם,10,537,53,101,8.8,32,19.3,0.5,28,?,13.25,10,10-מזון יבש,6,מתוקים,699,טבלאות שוקולד,4,מאגדות שוקולד,24918,שלישיית שוקולד חלב/מריר שופרסל 100 גרם,7.29607E+12,שוקולד חלב 3*100 גרם,שופרסל,מותג פרטי,0.3,16,3 * 100 גרם,15.2,557,55,80,6.6,34,21,0.5,14,2.2,13.5,1
1291,21/03/2021,10,10-מזון יבש,6,מתוקים,699,טבלאות שוקולד,4,מאגדות שוקולד,-7.2901E+12,שוקולד פרה60% מריר2*100ג,7.2901E+12,שוקולד פרה60% מריר2*100ג,פרה,לא מותג פרטי,0.2,6,2 * 100 גרם,14.5,544,43,?,6.6,37,22,0.5,?,?,9.75,10,10-מזון יבש,6,מתוקים,699,טבלאות שוקולד,2,שוקולד עם תוספות,-7.2901E+12,שוקולד מריר 60%קקאו100ג,7.2901E+12,שוקולד מריר 60%קקאו100ג,פרה,לא מותג פרטי,0.1,12,100 גרם,7.9,544,43,?,6.6,37,22,0.5,?,?,9.75,0
